id,barcode,name,category,alert_red,alert_yellow,alert_green,active_flag,created_by,created_date,modified_by,modified_date,code,alert_blue,type
2edf8bd80e3611e8ba890ed5f89f718b,BMA_BB01 BULK,BLUEBAND CAKE MARGARINE @15 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf8e6c0e3611e8ba890ed5f89f718b,BMA_BB01 BULK,BLUEBAND CAKE MARGARINE @15 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf8fac0e3611e8ba890ed5f89f718b,BMA_BB01 R1000,BLUEBAND CAKE MARGARINE REPACKING @1 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf90ce0e3611e8ba890ed5f89f718b,BMA_BB01 R500,BLUEBAND CAKE MARGARINE REPACKING @500 GR,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf94840e3611e8ba890ed5f89f718b,BMA_BB02 W2000,BLUEBAND MASTER ORIGINAL @2 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf95ba0e3611e8ba890ed5f89f718b,BMA_BB02 W2000,BLUEBAND MASTER ORIGINAL @2 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf97220e3611e8ba890ed5f89f718b,BMA_SM01 BULK,SINARMAS WHITE BAKERS FAT @15 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf98580e3611e8ba890ed5f89f718b,BMA_SM01 R500,SINARMAS WHITE BAKERS FAT REPACKING @500 GR,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf997a0e3611e8ba890ed5f89f718b,BMA_GU01 BULK,GOLD BULLION MERRYWHIP @16 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf9a920e3611e8ba890ed5f89f718b,BMA_GU01 R1000,GOLD BULLION MERRYWHIP REPACKING @1 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf9da80e3611e8ba890ed5f89f718b,BMA_GU01 R500,GOLD BULLION MERRYWHIP REPACKING @500 GR,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf9ede0e3611e8ba890ed5f89f718b,BMA_PA01 BULK,PALMIA TOP WHITE @15 KG,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
2edf9ff60e3611e8ba890ed5f89f718b,BMA_PA01 R500,PALMIA TOP WHITE REPACKING @500 GR,8a80cb8160ced63c0160cf1a61cf001c,0,30,180,1,null,2018-02-11 13:13:59,null,2017-12-03 13:13:59,,0,8a80cb815fac8935015fac8cd0ba0000
